name,sn,date,scale,revision,printed,folder,file,raster,cell_name,best_topo,WGS84,count,dups,priority,Barcode,Notes
Cordova A-3,355131,1988,63360,,,Cordova,AK_Cordova A-3_355131_1988_63360_geo.tif,AK_Cordova A-3_355131_1988_63360_geo,Cordova A-3,1,0,1,,1,,
Cordova A-4,355132,1988,63360,,,Cordova,AK_Cordova A-4_355132_1988_63360_geo.tif,AK_Cordova A-4_355132_1988_63360_geo,Cordova A-4,1,0,1,,1,,
Cordova A-7 and A-8,355133,1988,63360,,,Cordova,AK_Cordova A-7 and A-8_355133_1988_63360_geo.tif,AK_Cordova A-7 and A-8_355133_1988_63360_geo,Cordova A-7 and A-8,0,0,5,,5,,1) Georeferencing of source is slightly off; corrected with aux.xml file
Cordova A-7 and A-8,355134,1951,63360,,,Cordova,AK_Cordova A-7 and A-8_355134_1951_63360_geo.tif,AK_Cordova A-7 and A-8_355134_1951_63360_geo,Cordova A-7 and A-8,0,0,5,,4,,1) Georeferencing of source is slightly off; corrected with aux.xml file
Cordova A-7 and A-8,355135,1951,63360,,,Cordova,AK_Cordova A-7 and A-8_355135_1951_63360_geo.tif,AK_Cordova A-7 and A-8_355135_1951_63360_geo,Cordova A-7 and A-8,0,0,5,,3,,1) Georeferencing of source is slightly off; corrected with aux.xml file
Cordova A-7 and A-8,355136,1953,63360,,,Cordova,AK_Cordova A-7 and A-8_355136_1953_63360_geo.tif,AK_Cordova A-7 and A-8_355136_1953_63360_geo,Cordova A-7 and A-8,0,0,5,,2,,1) Georeferencing of source is slightly off; corrected with aux.xml file
Cordova A-7 and A-8,463637,1953,63360,,,Cordova,AK_Cordova A-7 and A-8_463637_1953_63360_geo.tif,AK_Cordova A-7 and A-8_463637_1953_63360_geo,Cordova A-7 and A-8,1,0,5,,1,,
Cordova B-1,355137,1951,63360,,,Cordova,AK_Cordova B-1_355137_1951_63360_geo.tif,AK_Cordova B-1_355137_1951_63360_geo,Cordova B-1,0,0,6,,6,,
Cordova B-1,355138,1951,63360,,,Cordova,AK_Cordova B-1_355138_1951_63360_geo.tif,AK_Cordova B-1_355138_1951_63360_geo,Cordova B-1,0,0,6,,5,,
Cordova B-1,355139,1953,63360,,,Cordova,AK_Cordova B-1_355139_1953_63360_geo.tif,AK_Cordova B-1_355139_1953_63360_geo,Cordova B-1,0,0,6,,4,,
Cordova B-1,355140,1951,63360,,,Cordova,AK_Cordova B-1_355140_1951_63360_geo.tif,AK_Cordova B-1_355140_1951_63360_geo,Cordova B-1,0,0,6,,3,,
Cordova B-1,463638,1997,63360,,,Cordova,AK_Cordova B-1_463638_1997_63360_geo.tif,AK_Cordova B-1_463638_1997_63360_geo,Cordova B-1,0,0,6,,2,,
Cordova B-1,463639,1953,63360,,,Cordova,AK_Cordova B-1_463639_1953_63360_geo.tif,AK_Cordova B-1_463639_1953_63360_geo,Cordova B-1,1,0,6,,1,,
Cordova B-2,355141,1950,63360,,,Cordova,AK_Cordova B-2_355141_1950_63360_geo.tif,AK_Cordova B-2_355141_1950_63360_geo,Cordova B-2,0,0,7,,7,,
Cordova B-2,355142,1950,63360,,,Cordova,AK_Cordova B-2_355142_1950_63360_geo.tif,AK_Cordova B-2_355142_1950_63360_geo,Cordova B-2,0,0,7,,6,,
Cordova B-2,355143,1950,63360,,,Cordova,AK_Cordova B-2_355143_1950_63360_geo.tif,AK_Cordova B-2_355143_1950_63360_geo,Cordova B-2,0,0,7,,5,,
Cordova B-2,355144,1950,63360,,,Cordova,AK_Cordova B-2_355144_1950_63360_geo.tif,AK_Cordova B-2_355144_1950_63360_geo,Cordova B-2,0,0,7,,4,,
Cordova B-2,355145,1997,63360,,,Cordova,AK_Cordova B-2_355145_1997_63360_geo.tif,AK_Cordova B-2_355145_1997_63360_geo,Cordova B-2,0,0,7,,3,,
Cordova B-2,355149,1953,63360,,,Cordova,AK_Cordova B-2_355149_1953_63360_geo.tif,AK_Cordova B-2_355149_1953_63360_geo,Cordova B-2,0,0,7,,2,,
Cordova B-2,463640,1953,63360,,,Cordova,AK_Cordova B-2_463640_1953_63360_geo.tif,AK_Cordova B-2_463640_1953_63360_geo,Cordova B-2,1,0,7,,1,,
Cordova B-3,355146,1952,63360,,,Cordova,AK_Cordova B-3_355146_1952_63360_geo.tif,AK_Cordova B-3_355146_1952_63360_geo,Cordova B-3,0,0,5,,5,,
Cordova B-3,355147,1952,63360,,,Cordova,AK_Cordova B-3_355147_1952_63360_geo.tif,AK_Cordova B-3_355147_1952_63360_geo,Cordova B-3,0,0,5,,4,,
Cordova B-3,355148,1953,63360,,,Cordova,AK_Cordova B-3_355148_1953_63360_geo.tif,AK_Cordova B-3_355148_1953_63360_geo,Cordova B-3,0,0,5,,3,,
Cordova B-3,355150,1952,63360,,,Cordova,AK_Cordova B-3_355150_1952_63360_geo.tif,AK_Cordova B-3_355150_1952_63360_geo,Cordova B-3,0,0,5,,2,,
Cordova B-3,463641,1953,63360,,,Cordova,AK_Cordova B-3_463641_1953_63360_geo.tif,AK_Cordova B-3_463641_1953_63360_geo,Cordova B-3,1,0,5,,1,,
Cordova B-4,355151,1951,63360,,,Cordova,AK_Cordova B-4_355151_1951_63360_geo.tif,AK_Cordova B-4_355151_1951_63360_geo,Cordova B-4,0,0,5,,5,,1) Georeferencing of source is slightly off; corrected with aux.xml file
Cordova B-4,355152,1951,63360,,,Cordova,AK_Cordova B-4_355152_1951_63360_geo.tif,AK_Cordova B-4_355152_1951_63360_geo,Cordova B-4,0,0,5,,4,,1) Georeferencing of source is slightly off; corrected with aux.xml file
Cordova B-4,355153,1951,63360,,,Cordova,AK_Cordova B-4_355153_1951_63360_geo.tif,AK_Cordova B-4_355153_1951_63360_geo,Cordova B-4,0,0,5,,3,,
Cordova B-4,355154,1994,63360,,,Cordova,AK_Cordova B-4_355154_1994_63360_geo.tif,AK_Cordova B-4_355154_1994_63360_geo,Cordova B-4,0,0,5,,2,,
Cordova B-4,463642,1951,63360,,,Cordova,AK_Cordova B-4_463642_1951_63360_geo.tif,AK_Cordova B-4_463642_1951_63360_geo,Cordova B-4,1,0,5,,1,,
Cordova B-5,355155,1951,63360,,,Cordova,AK_Cordova B-5_355155_1951_63360_geo.tif,AK_Cordova B-5_355155_1951_63360_geo,Cordova B-5,0,0,6,,6,,
Cordova B-5,355156,1951,63360,,,Cordova,AK_Cordova B-5_355156_1951_63360_geo.tif,AK_Cordova B-5_355156_1951_63360_geo,Cordova B-5,0,0,6,,5,,
Cordova B-5,355157,1953,63360,,,Cordova,AK_Cordova B-5_355157_1953_63360_geo.tif,AK_Cordova B-5_355157_1953_63360_geo,Cordova B-5,0,0,6,,4,,
Cordova B-5,355158,1951,63360,,,Cordova,AK_Cordova B-5_355158_1951_63360_geo.tif,AK_Cordova B-5_355158_1951_63360_geo,Cordova B-5,0,0,6,,3,,
Cordova B-5,355159,2000,63360,,,Cordova,AK_Cordova B-5_355159_2000_63360_geo.tif,AK_Cordova B-5_355159_2000_63360_geo,Cordova B-5,0,0,6,,2,,
Cordova B-5,463643,1953,63360,,,Cordova,AK_Cordova B-5_463643_1953_63360_geo.tif,AK_Cordova B-5_463643_1953_63360_geo,Cordova B-5,1,0,6,,1,,
Cordova B-6,355160,1951,63360,,,Cordova,AK_Cordova B-6_355160_1951_63360_geo.tif,AK_Cordova B-6_355160_1951_63360_geo,Cordova B-6,0,0,5,,5,,
Cordova B-6,355161,1951,63360,,,Cordova,AK_Cordova B-6_355161_1951_63360_geo.tif,AK_Cordova B-6_355161_1951_63360_geo,Cordova B-6,0,0,5,,4,,
Cordova B-6,355162,1953,63360,,,Cordova,AK_Cordova B-6_355162_1953_63360_geo.tif,AK_Cordova B-6_355162_1953_63360_geo,Cordova B-6,0,0,5,,3,,
Cordova B-6,355163,1951,63360,,,Cordova,AK_Cordova B-6_355163_1951_63360_geo.tif,AK_Cordova B-6_355163_1951_63360_geo,Cordova B-6,0,0,5,,2,,
Cordova B-6,463644,1953,63360,,,Cordova,AK_Cordova B-6_463644_1953_63360_geo.tif,AK_Cordova B-6_463644_1953_63360_geo,Cordova B-6,1,0,5,,1,,
Cordova B-7,355164,1953,63360,,,Cordova,AK_Cordova B-7_355164_1953_63360_geo.tif,AK_Cordova B-7_355164_1953_63360_geo,Cordova B-7,0,0,6,,6,,
Cordova B-7,355165,1950,63360,,,Cordova,AK_Cordova B-7_355165_1950_63360_geo.tif,AK_Cordova B-7_355165_1950_63360_geo,Cordova B-7,0,0,6,,5,,
Cordova B-7,355166,1950,63360,,,Cordova,AK_Cordova B-7_355166_1950_63360_geo.tif,AK_Cordova B-7_355166_1950_63360_geo,Cordova B-7,0,0,6,,4,,
Cordova B-7,355167,1950,63360,,,Cordova,AK_Cordova B-7_355167_1950_63360_geo.tif,AK_Cordova B-7_355167_1950_63360_geo,Cordova B-7,0,0,6,,3,,
Cordova B-7,355168,1997,63360,,,Cordova,AK_Cordova B-7_355168_1997_63360_geo.tif,AK_Cordova B-7_355168_1997_63360_geo,Cordova B-7,0,0,6,,2,,
Cordova B-7,463645,1953,63360,,,Cordova,AK_Cordova B-7_463645_1953_63360_geo.tif,AK_Cordova B-7_463645_1953_63360_geo,Cordova B-7,1,0,6,,1,,
Cordova B-8,355169,1953,63360,,,Cordova,AK_Cordova B-8_355169_1953_63360_geo.tif,AK_Cordova B-8_355169_1953_63360_geo,Cordova B-8,0,0,5,,5,,
Cordova B-8,355170,1951,63360,,,Cordova,AK_Cordova B-8_355170_1951_63360_geo.tif,AK_Cordova B-8_355170_1951_63360_geo,Cordova B-8,0,0,5,,4,,
Cordova B-8,355171,1951,63360,,,Cordova,AK_Cordova B-8_355171_1951_63360_geo.tif,AK_Cordova B-8_355171_1951_63360_geo,Cordova B-8,0,0,5,,3,,
Cordova B-8,355172,1951,63360,,,Cordova,AK_Cordova B-8_355172_1951_63360_geo.tif,AK_Cordova B-8_355172_1951_63360_geo,Cordova B-8,0,0,5,,2,,
Cordova B-8,463646,1953,63360,,,Cordova,AK_Cordova B-8_463646_1953_63360_geo.tif,AK_Cordova B-8_463646_1953_63360_geo,Cordova B-8,1,0,5,,1,,
Cordova C-1,355173,1959,63360,,,Cordova,AK_Cordova C-1_355173_1959_63360_geo.tif,AK_Cordova C-1_355173_1959_63360_geo,Cordova C-1,0,0,2,,2,,
Cordova C-1,355174,1959,63360,,,Cordova,AK_Cordova C-1_355174_1959_63360_geo.tif,AK_Cordova C-1_355174_1959_63360_geo,Cordova C-1,1,0,2,,1,,
Cordova C-2,355175,1959,63360,,,Cordova,AK_Cordova C-2_355175_1959_63360_geo.tif,AK_Cordova C-2_355175_1959_63360_geo,Cordova C-2,0,0,2,,2,,
Cordova C-2,355176,1959,63360,,,Cordova,AK_Cordova C-2_355176_1959_63360_geo.tif,AK_Cordova C-2_355176_1959_63360_geo,Cordova C-2,1,0,2,,1,,
Cordova C-3,355177,1953,63360,,,Cordova,AK_Cordova C-3_355177_1953_63360_geo.tif,AK_Cordova C-3_355177_1953_63360_geo,Cordova C-3,0,0,4,,4,,
Cordova C-3,355178,1951,63360,,,Cordova,AK_Cordova C-3_355178_1951_63360_geo.tif,AK_Cordova C-3_355178_1951_63360_geo,Cordova C-3,0,0,4,,3,,
Cordova C-3,355179,1951,63360,,,Cordova,AK_Cordova C-3_355179_1951_63360_geo.tif,AK_Cordova C-3_355179_1951_63360_geo,Cordova C-3,0,0,4,,2,,
Cordova C-3,463647,1953,63360,,,Cordova,AK_Cordova C-3_463647_1953_63360_geo.tif,AK_Cordova C-3_463647_1953_63360_geo,Cordova C-3,1,0,4,,1,,
Cordova C-4,355180,1953,63360,,,Cordova,AK_Cordova C-4_355180_1953_63360_geo.tif,AK_Cordova C-4_355180_1953_63360_geo,Cordova C-4,0,0,5,,5,,
Cordova C-4,355181,1950,63360,,,Cordova,AK_Cordova C-4_355181_1950_63360_geo.tif,AK_Cordova C-4_355181_1950_63360_geo,Cordova C-4,0,0,5,,4,,
Cordova C-4,355182,1950,63360,,,Cordova,AK_Cordova C-4_355182_1950_63360_geo.tif,AK_Cordova C-4_355182_1950_63360_geo,Cordova C-4,0,0,5,,3,,
Cordova C-4,355183,2000,63360,,,Cordova,AK_Cordova C-4_355183_2000_63360_geo.tif,AK_Cordova C-4_355183_2000_63360_geo,Cordova C-4,0,0,5,,2,,
Cordova C-4,463648,1953,63360,,,Cordova,AK_Cordova C-4_463648_1953_63360_geo.tif,AK_Cordova C-4_463648_1953_63360_geo,Cordova C-4,1,0,5,,1,,
Cordova C-5,355184,1953,63360,,,Cordova,AK_Cordova C-5_355184_1953_63360_geo.tif,AK_Cordova C-5_355184_1953_63360_geo,Cordova C-5,0,0,7,,7,,
Cordova C-5,355185,1951,63360,,,Cordova,AK_Cordova C-5_355185_1951_63360_geo.tif,AK_Cordova C-5_355185_1951_63360_geo,Cordova C-5,0,0,7,,6,,
Cordova C-5,355186,1951,63360,,,Cordova,AK_Cordova C-5_355186_1951_63360_geo.tif,AK_Cordova C-5_355186_1951_63360_geo,Cordova C-5,0,0,7,,5,,
Cordova C-5,355187,1951,63360,,,Cordova,AK_Cordova C-5_355187_1951_63360_geo.tif,AK_Cordova C-5_355187_1951_63360_geo,Cordova C-5,0,0,7,,4,,
Cordova C-5,355188,1951,63360,,,Cordova,AK_Cordova C-5_355188_1951_63360_geo.tif,AK_Cordova C-5_355188_1951_63360_geo,Cordova C-5,0,0,7,,3,,
Cordova C-5,355189,2000,63360,,,Cordova,AK_Cordova C-5_355189_2000_63360_geo.tif,AK_Cordova C-5_355189_2000_63360_geo,Cordova C-5,0,0,7,,2,,
Cordova C-5,463649,1953,63360,,,Cordova,AK_Cordova C-5_463649_1953_63360_geo.tif,AK_Cordova C-5_463649_1953_63360_geo,Cordova C-5,1,0,7,,1,,
Cordova C-6,355190,1953,63360,,,Cordova,AK_Cordova C-6_355190_1953_63360_geo.tif,AK_Cordova C-6_355190_1953_63360_geo,Cordova C-6,0,0,7,,7,,
Cordova C-6,355191,1950,63360,,,Cordova,AK_Cordova C-6_355191_1950_63360_geo.tif,AK_Cordova C-6_355191_1950_63360_geo,Cordova C-6,0,0,7,,6,,
Cordova C-6,355192,1950,63360,,,Cordova,AK_Cordova C-6_355192_1950_63360_geo.tif,AK_Cordova C-6_355192_1950_63360_geo,Cordova C-6,0,0,7,,5,,
Cordova C-6,355193,1950,63360,,,Cordova,AK_Cordova C-6_355193_1950_63360_geo.tif,AK_Cordova C-6_355193_1950_63360_geo,Cordova C-6,0,0,7,,4,,
Cordova C-6,355194,1950,63360,,,Cordova,AK_Cordova C-6_355194_1950_63360_geo.tif,AK_Cordova C-6_355194_1950_63360_geo,Cordova C-6,0,0,7,,3,,
Cordova C-6,355195,2000,63360,,,Cordova,AK_Cordova C-6_355195_2000_63360_geo.tif,AK_Cordova C-6_355195_2000_63360_geo,Cordova C-6,0,0,7,,2,,
Cordova C-6,463650,1953,63360,,,Cordova,AK_Cordova C-6_463650_1953_63360_geo.tif,AK_Cordova C-6_463650_1953_63360_geo,Cordova C-6,1,0,7,,1,,
Cordova C-7,355196,1953,63360,,,Cordova,AK_Cordova C-7_355196_1953_63360_geo.tif,AK_Cordova C-7_355196_1953_63360_geo,Cordova C-7,0,0,7,,7,,
Cordova C-7,355197,1950,63360,,,Cordova,AK_Cordova C-7_355197_1950_63360_geo.tif,AK_Cordova C-7_355197_1950_63360_geo,Cordova C-7,0,0,7,,6,,
Cordova C-7,355198,1950,63360,,,Cordova,AK_Cordova C-7_355198_1950_63360_geo.tif,AK_Cordova C-7_355198_1950_63360_geo,Cordova C-7,0,0,7,,5,,
Cordova C-7,355199,1950,63360,,,Cordova,AK_Cordova C-7_355199_1950_63360_geo.tif,AK_Cordova C-7_355199_1950_63360_geo,Cordova C-7,0,0,7,,4,,
Cordova C-7,355200,1950,63360,,,Cordova,AK_Cordova C-7_355200_1950_63360_geo.tif,AK_Cordova C-7_355200_1950_63360_geo,Cordova C-7,0,0,7,,3,,
Cordova C-7,355201,2000,63360,,,Cordova,AK_Cordova C-7_355201_2000_63360_geo.tif,AK_Cordova C-7_355201_2000_63360_geo,Cordova C-7,0,0,7,,2,,
Cordova C-7,463651,1953,63360,,,Cordova,AK_Cordova C-7_463651_1953_63360_geo.tif,AK_Cordova C-7_463651_1953_63360_geo,Cordova C-7,1,0,7,,1,,
Cordova C-8,355202,1952,63360,,,Cordova,AK_Cordova C-8_355202_1952_63360_geo.tif,AK_Cordova C-8_355202_1952_63360_geo,Cordova C-8,0,0,5,,5,,
Cordova C-8,355203,1950,63360,,,Cordova,AK_Cordova C-8_355203_1950_63360_geo.tif,AK_Cordova C-8_355203_1950_63360_geo,Cordova C-8,0,0,5,,4,,
Cordova C-8,355204,1950,63360,,,Cordova,AK_Cordova C-8_355204_1950_63360_geo.tif,AK_Cordova C-8_355204_1950_63360_geo,Cordova C-8,0,0,5,,3,,
Cordova C-8,355205,1950,63360,,,Cordova,AK_Cordova C-8_355205_1950_63360_geo.tif,AK_Cordova C-8_355205_1950_63360_geo,Cordova C-8,0,0,5,,2,,
Cordova C-8,463652,1952,63360,,,Cordova,AK_Cordova C-8_463652_1952_63360_geo.tif,AK_Cordova C-8_463652_1952_63360_geo,Cordova C-8,1,0,5,,1,,
Cordova D-1,355206,1959,63360,,,Cordova,AK_Cordova D-1_355206_1959_63360_geo.tif,AK_Cordova D-1_355206_1959_63360_geo,Cordova D-1,0,0,3,,3,,
Cordova D-1,355207,1959,63360,,,Cordova,AK_Cordova D-1_355207_1959_63360_geo.tif,AK_Cordova D-1_355207_1959_63360_geo,Cordova D-1,0,0,3,,2,,
Cordova D-1,355208,1959,63360,,,Cordova,AK_Cordova D-1_355208_1959_63360_geo.tif,AK_Cordova D-1_355208_1959_63360_geo,Cordova D-1,1,0,3,,1,,
Cordova D-2,355209,1959,63360,,,Cordova,AK_Cordova D-2_355209_1959_63360_geo.tif,AK_Cordova D-2_355209_1959_63360_geo,Cordova D-2,0,0,2,,2,,
Cordova D-2,355210,1994,63360,,,Cordova,AK_Cordova D-2_355210_1994_63360_geo.tif,AK_Cordova D-2_355210_1994_63360_geo,Cordova D-2,1,0,2,,1,,
Cordova D-3,355211,1953,63360,,,Cordova,AK_Cordova D-3_355211_1953_63360_geo.tif,AK_Cordova D-3_355211_1953_63360_geo,Cordova D-3,0,0,5,,5,,
Cordova D-3,355212,1950,63360,,,Cordova,AK_Cordova D-3_355212_1950_63360_geo.tif,AK_Cordova D-3_355212_1950_63360_geo,Cordova D-3,0,0,5,,4,,
Cordova D-3,355213,1950,63360,,,Cordova,AK_Cordova D-3_355213_1950_63360_geo.tif,AK_Cordova D-3_355213_1950_63360_geo,Cordova D-3,0,0,5,,3,,
Cordova D-3,355214,1994,63360,,,Cordova,AK_Cordova D-3_355214_1994_63360_geo.tif,AK_Cordova D-3_355214_1994_63360_geo,Cordova D-3,0,0,5,,2,,
Cordova D-3,463653,1953,63360,,,Cordova,AK_Cordova D-3_463653_1953_63360_geo.tif,AK_Cordova D-3_463653_1953_63360_geo,Cordova D-3,1,0,5,,1,,
Cordova D-4,355215,1953,63360,,,Cordova,AK_Cordova D-4_355215_1953_63360_geo.tif,AK_Cordova D-4_355215_1953_63360_geo,Cordova D-4,0,0,3,,3,,
Cordova D-4,355216,1951,63360,,,Cordova,AK_Cordova D-4_355216_1951_63360_geo.tif,AK_Cordova D-4_355216_1951_63360_geo,Cordova D-4,0,0,3,,2,,
Cordova D-4,463654,1953,63360,,,Cordova,AK_Cordova D-4_463654_1953_63360_geo.tif,AK_Cordova D-4_463654_1953_63360_geo,Cordova D-4,1,0,3,,1,,
Cordova D-5,355217,1953,63360,,,Cordova,AK_Cordova D-5_355217_1953_63360_geo.tif,AK_Cordova D-5_355217_1953_63360_geo,Cordova D-5,0,0,3,,3,,
Cordova D-5,355218,1950,63360,,,Cordova,AK_Cordova D-5_355218_1950_63360_geo.tif,AK_Cordova D-5_355218_1950_63360_geo,Cordova D-5,0,0,3,,2,,
Cordova D-5,463655,1953,63360,,,Cordova,AK_Cordova D-5_463655_1953_63360_geo.tif,AK_Cordova D-5_463655_1953_63360_geo,Cordova D-5,1,0,3,,1,,
Cordova D-6,355219,1953,63360,,,Cordova,AK_Cordova D-6_355219_1953_63360_geo.tif,AK_Cordova D-6_355219_1953_63360_geo,Cordova D-6,0,0,6,,6,,
Cordova D-6,355220,1951,63360,,,Cordova,AK_Cordova D-6_355220_1951_63360_geo.tif,AK_Cordova D-6_355220_1951_63360_geo,Cordova D-6,0,0,6,,5,,
Cordova D-6,355221,1951,63360,,,Cordova,AK_Cordova D-6_355221_1951_63360_geo.tif,AK_Cordova D-6_355221_1951_63360_geo,Cordova D-6,0,0,6,,4,,
Cordova D-6,355222,1951,63360,,,Cordova,AK_Cordova D-6_355222_1951_63360_geo.tif,AK_Cordova D-6_355222_1951_63360_geo,Cordova D-6,0,0,6,,3,,
Cordova D-6,355223,1994,63360,,,Cordova,AK_Cordova D-6_355223_1994_63360_geo.tif,AK_Cordova D-6_355223_1994_63360_geo,Cordova D-6,0,0,6,,2,,
Cordova D-6,463656,1953,63360,,,Cordova,AK_Cordova D-6_463656_1953_63360_geo.tif,AK_Cordova D-6_463656_1953_63360_geo,Cordova D-6,1,0,6,,1,,
Cordova D-7,355224,1952,63360,,,Cordova,AK_Cordova D-7_355224_1952_63360_geo.tif,AK_Cordova D-7_355224_1952_63360_geo,Cordova D-7,0,0,6,,6,,
Cordova D-7,355225,1950,63360,,,Cordova,AK_Cordova D-7_355225_1950_63360_geo.tif,AK_Cordova D-7_355225_1950_63360_geo,Cordova D-7,0,0,6,,5,,
Cordova D-7,355226,1950,63360,,,Cordova,AK_Cordova D-7_355226_1950_63360_geo.tif,AK_Cordova D-7_355226_1950_63360_geo,Cordova D-7,0,0,6,,4,,
Cordova D-7,355227,1950,63360,,,Cordova,AK_Cordova D-7_355227_1950_63360_geo.tif,AK_Cordova D-7_355227_1950_63360_geo,Cordova D-7,0,0,6,,3,,
Cordova D-7,355228,1994,63360,,,Cordova,AK_Cordova D-7_355228_1994_63360_geo.tif,AK_Cordova D-7_355228_1994_63360_geo,Cordova D-7,0,0,6,,2,,
Cordova D-7,463657,1952,63360,,,Cordova,AK_Cordova D-7_463657_1952_63360_geo.tif,AK_Cordova D-7_463657_1952_63360_geo,Cordova D-7,1,0,6,,1,,
Cordova D-8,355229,1952,63360,,,Cordova,AK_Cordova D-8_355229_1952_63360_geo.tif,AK_Cordova D-8_355229_1952_63360_geo,Cordova D-8,0,0,5,,5,,
Cordova D-8,355230,1951,63360,,,Cordova,AK_Cordova D-8_355230_1951_63360_geo.tif,AK_Cordova D-8_355230_1951_63360_geo,Cordova D-8,0,0,5,,4,,
Cordova D-8,355231,1951,63360,,,Cordova,AK_Cordova D-8_355231_1951_63360_geo.tif,AK_Cordova D-8_355231_1951_63360_geo,Cordova D-8,0,0,5,,3,,
Cordova D-8,355232,1951,63360,,,Cordova,AK_Cordova D-8_355232_1951_63360_geo.tif,AK_Cordova D-8_355232_1951_63360_geo,Cordova D-8,0,0,5,,2,,
Cordova D-8,463658,1952,63360,,,Cordova,AK_Cordova D-8_463658_1952_63360_geo.tif,AK_Cordova D-8_463658_1952_63360_geo,Cordova D-8,1,0,5,,1,,
Craig A-1,355233,1948,63360,,,Craig,AK_Craig A-1_355233_1948_63360_geo.tif,AK_Craig A-1_355233_1948_63360_geo,Craig A-1,0,0,5,,5,,
Craig A-1,355234,1948,63360,,,Craig,AK_Craig A-1_355234_1948_63360_geo.tif,AK_Craig A-1_355234_1948_63360_geo,Craig A-1,0,0,5,,4,,
Craig A-1,355235,1948,63360,,,Craig,AK_Craig A-1_355235_1948_63360_geo.tif,AK_Craig A-1_355235_1948_63360_geo,Craig A-1,0,0,5,,3,,
Craig A-1,355236,1948,63360,,,Craig,AK_Craig A-1_355236_1948_63360_geo.tif,AK_Craig A-1_355236_1948_63360_geo,Craig A-1,0,0,5,,2,,
Craig A-1,355237,1997,63360,,,Craig,AK_Craig A-1_355237_1997_63360_geo.tif,AK_Craig A-1_355237_1997_63360_geo,Craig A-1,1,0,5,,1,,
Craig A-2,355238,1948,63360,,,Craig,AK_Craig A-2_355238_1948_63360_geo.tif,AK_Craig A-2_355238_1948_63360_geo,Craig A-2,0,0,5,,5,,
Craig A-2,355239,1951,63360,,,Craig,AK_Craig A-2_355239_1951_63360_geo.tif,AK_Craig A-2_355239_1951_63360_geo,Craig A-2,0,0,5,,4,,
Craig A-2,355240,1951,63360,,,Craig,AK_Craig A-2_355240_1951_63360_geo.tif,AK_Craig A-2_355240_1951_63360_geo,Craig A-2,0,0,5,,3,,
Craig A-2,355241,1951,63360,,,Craig,AK_Craig A-2_355241_1951_63360_geo.tif,AK_Craig A-2_355241_1951_63360_geo,Craig A-2,0,0,5,,2,,
Craig A-2,355242,1996,63360,,,Craig,AK_Craig A-2_355242_1996_63360_geo.tif,AK_Craig A-2_355242_1996_63360_geo,Craig A-2,1,0,5,,1,,
Craig A-3,355243,1948,63360,,,Craig,AK_Craig A-3_355243_1948_63360_geo.tif,AK_Craig A-3_355243_1948_63360_geo,Craig A-3,0,0,5,,5,,
Craig A-3,355244,1951,63360,,,Craig,AK_Craig A-3_355244_1951_63360_geo.tif,AK_Craig A-3_355244_1951_63360_geo,Craig A-3,0,0,5,,4,,
Craig A-3,355245,1951,63360,,,Craig,AK_Craig A-3_355245_1951_63360_geo.tif,AK_Craig A-3_355245_1951_63360_geo,Craig A-3,0,0,5,,3,,
Craig A-3,355246,1951,63360,,,Craig,AK_Craig A-3_355246_1951_63360_geo.tif,AK_Craig A-3_355246_1951_63360_geo,Craig A-3,0,0,5,,2,,
Craig A-3,355247,1997,63360,,,Craig,AK_Craig A-3_355247_1997_63360_geo.tif,AK_Craig A-3_355247_1997_63360_geo,Craig A-3,1,0,5,,1,,
Craig A-4,355248,1948,63360,,,Craig,AK_Craig A-4_355248_1948_63360_geo.tif,AK_Craig A-4_355248_1948_63360_geo,Craig A-4,0,0,5,,5,,
Craig A-4,355249,1951,63360,,,Craig,AK_Craig A-4_355249_1951_63360_geo.tif,AK_Craig A-4_355249_1951_63360_geo,Craig A-4,0,0,5,,4,,
Craig A-4,355250,1951,63360,,,Craig,AK_Craig A-4_355250_1951_63360_geo.tif,AK_Craig A-4_355250_1951_63360_geo,Craig A-4,0,0,5,,3,,
Craig A-4,355251,1994,63360,,,Craig,AK_Craig A-4_355251_1994_63360_geo.tif,AK_Craig A-4_355251_1994_63360_geo,Craig A-4,0,0,5,,2,,
Craig A-4,355252,1994,63360,,,Craig,AK_Craig A-4_355252_1994_63360_geo.tif,AK_Craig A-4_355252_1994_63360_geo,Craig A-4,1,0,5,,1,,
Craig A-5,355253,1948,63360,,,Craig,AK_Craig A-5_355253_1948_63360_geo.tif,AK_Craig A-5_355253_1948_63360_geo,Craig A-5,0,0,3,,3,,
Craig A-5,355254,1948,63360,,,Craig,AK_Craig A-5_355254_1948_63360_geo.tif,AK_Craig A-5_355254_1948_63360_geo,Craig A-5,0,0,3,,2,,
Craig A-5,355255,1948,63360,,,Craig,AK_Craig A-5_355255_1948_63360_geo.tif,AK_Craig A-5_355255_1948_63360_geo,Craig A-5,1,0,3,,1,,
Craig B-1,355256,1950,63360,,,Craig,AK_Craig B-1_355256_1950_63360_geo.tif,AK_Craig B-1_355256_1950_63360_geo,Craig B-1,0,0,4,,4,,
Craig B-1,355257,1949,63360,,,Craig,AK_Craig B-1_355257_1949_63360_geo.tif,AK_Craig B-1_355257_1949_63360_geo,Craig B-1,0,0,4,,3,,
Craig B-1,355258,1949,63360,,,Craig,AK_Craig B-1_355258_1949_63360_geo.tif,AK_Craig B-1_355258_1949_63360_geo,Craig B-1,0,0,4,,2,,
